transcribe.onset,transcribe.offset,transcribe.source,transcribe.content,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
2190767,00:36:30.767,m,all right,0,,,,,,0,,,,,,,
2191296,00:36:31.296,m,here,0,,,,,,0,,,,,,,
2191939,00:36:31.939,m,all right,0,,,,,,0,,,,,,,
2192739,00:36:32.739,m,take the dirty diaper off,1,diaper,,,,,0,,,,,,,
2194976,00:36:34.976,m,wipe her,0,,,,,,1,her,,,,,,
2197550,00:36:37.550,m,and put some cream,1,cream,,,,,0,,,,,,,
2198603,00:36:38.603,m,[sound effect],0,,,,,,0,,,,,,,
2200122,00:36:40.122,m,on the bottom,1,bottom,,,,,0,,,,,,,
2202109,00:36:42.109,m,put the clean diaper on,1,diaper,,,,,0,,,,,,,
2206090,00:36:46.90,m,oh she needs a bath?,1,bath,,,,,1,she,,,,,,
2207704,00:36:47.704,m,okay,0,,,,,,0,,,,,,,
2208692,00:36:48.692,m,where is she gonna take a bath?,1,bath,,,,,1,she,,,,,,
2212405,00:36:52.405,m,in the bath tub?,1,bathtub,,,,,0,,,,,,,
2214389,00:36:54.389,m,here,0,,,,,,0,,,,,,,
2214858,00:36:54.858,m,lets,0,,,,,,0,,,,,,,
2215408,00:36:55.408,m,okay,0,,,,,,0,,,,,,,
2216016,00:36:56.16,m,lets make this the bath tub,1,bathtub,,,,,1,this,,,,,,
2217363,00:36:57.363,m,here,0,,,,,,0,,,,,,,
2218661,00:36:58.661,m,here this is the bath tub,1,bathtub,,,,,1,this,,,,,,
2219900,00:36:59.900,m,[sound effect],0,,,,,,0,,,,,,,
2223996,00:37:03.996,m,and bubbles,1,bubbles,,,,,0,,,,,,,
2225638,00:37:05.638,m,[sound effect],0,,,,,,0,,,,,,,
2227943,00:37:07.943,m,what are the bubbles xxx?,1,bubbles,,,,,0,,,,,,,
2228972,00:37:08.972,m,[sound effect],0,,,,,,0,,,,,,,
2229117,00:37:09.117,m,they go,0,,,,,,1,they,,,,,,
2229644,00:37:09.644,m,[sound effect],0,,,,,,0,,,,,,,
2234914,00:37:14.914,m,pooped again,0,,,,,,0,,,,,,,
2235597,00:37:15.597,m,honey,1,honey,,,,,0,,,,,,,
2236031,00:37:16.31,m,momma is tired of changing the poops,2,momma,poops,,,,0,,,,,,,
2240841,00:37:20.841,m,xxx,0,,,,,,0,,,,,,,
2244469,00:37:24.469,m,okay,0,,,,,,0,,,,,,,
2246547,00:37:26.547,m,is wet,0,,,,,,0,,,,,,,
2247170,00:37:27.170,m,you change the diaper,1,diaper,,,,,1,you,,,,,,
2251583,00:37:31.583,m,how about Emilia,1,emilia,,,,,0,,,,,,,
2252512,00:37:32.512,m,you change it,0,,,,,,2,you,it,,,,,
2254649,00:37:34.649,m,Emilia changes it,2,emilia,,,,,1,it,,,,,,
2258323,00:37:38.323,m,Emilia,1,emilia,,,,,0,,,,,,,
2261539,00:37:41.539,m,okay,0,,,,,,0,,,,,,,
2262253,00:37:42.253,m,last time,0,,,,,,0,,,,,,,
2263558,00:37:43.558,m,last time momma is gonna change Stella's diaper,3,momma,stella,diaper,,,0,,,,,,,
2266082,00:37:46.82,m,okay?,0,,,,,,0,,,,,,,
2267233,00:37:47.233,m,okay,0,,,,,,0,,,,,,,
2268132,00:37:48.132,m,take the diaper off,1,diaper,,,,,0,,,,,,,
2269286,00:37:49.286,m,oh wait,0,,,,,,0,,,,,,,
2269811,00:37:49.811,m,did she come out of the bath?,1,bath,,,,,1,she,,,,,,
2270682,00:37:50.682,m,she does not have the diaper on,1,diaper,,,,,1,she,,,,,,
2273032,00:37:53.32,m,no,0,,,,,,0,,,,,,,
2273475,00:37:53.475,m,oh okay,0,,,,,,0,,,,,,,
2275035,00:37:55.35,m,so now,0,,,,,,0,,,,,,,
2275780,00:37:55.780,m,there's poop everywhere,1,poop,,,,,0,,,,,,,
2277844,00:37:57.844,m,okay,0,,,,,,0,,,,,,,
2278343,00:37:58.343,m,so wipe,0,,,,,,0,,,,,,,
2278929,00:37:58.929,m,wipe,0,,,,,,0,,,,,,,
2279303,00:37:59.303,m,wipe,0,,,,,,0,,,,,,,
2279755,00:37:59.755,m,wipe,0,,,,,,0,,,,,,,
2280346,00:38:00.346,m,wipe,0,,,,,,0,,,,,,,
2281214,00:38:01.214,m,did she get cream?,1,cream,,,,,1,she,,,,,,
2283481,00:38:03.481,m,okay,0,,,,,,0,,,,,,,
2284255,00:38:04.255,m,lets get the cream,1,cream,,,,,0,,,,,,,
2284972,00:38:04.972,m,[sound effect],0,,,,,,0,,,,,,,
2286739,00:38:06.739,m,the bottom,1,bottom,,,,,0,,,,,,,
2287886,00:38:07.886,m,now clean diaper,1,diaper,,,,,0,,,,,,,
2291396,00:38:11.396,m,[sound effect],0,,,,,,0,,,,,,,
2292140,00:38:12.140,m,wrap her up,0,,,,,,1,her,,,,,,
2293101,00:38:13.101,m,did she get cream on her body?,2,cream,body,,,,2,she,her,,,,,
2294620,00:38:14.620,m,because is after the bath,1,bath,,,,,0,,,,,,,
2296979,00:38:16.979,m,moisturizer,1,moisturizer,,,,,0,,,,,,,
2299647,00:38:19.647,m,yeah okay,0,,,,,,0,,,,,,,
2300495,00:38:20.495,m,mosturizer xxx,1,moisturizer,,,,,0,,,,,,,
2301678,00:38:21.678,m,did she put on her pijamas?,1,pijamas,,,,,2,she,her,,,,,
2303937,00:38:23.937,m,pijamas,1,pijamas,,,,,0,,,,,,,
2307661,00:38:27.661,m,now what does she do?,0,,,,,,1,she,,,,,,
2311130,00:38:31.130,m,she goes to sleep,0,,,,,,1,she,,,,,,
2313177,00:38:33.177,m,you wanna put her in the crib?,1,crib,,,,,2,you,her,,,,,
2315257,00:38:35.257,m,to go to sleep,0,,,,,,0,,,,,,,
2316962,00:38:36.962,m,no,0,,,,,,0,,,,,,,
2318507,00:38:38.507,m,on the floor?,1,floor,,,,,0,,,,,,,
2319857,00:38:39.857,m,okay,0,,,,,,0,,,,,,,
2320257,00:38:40.257,m,put her to sleep,0,,,,,,1,her,,,,,,
2320805,00:38:40.805,m,be careful,0,,,,,,0,,,,,,,
2323781,00:38:43.781,m,night night Stella,1,stella,,,,,0,,,,,,,
2330164,00:38:50.164,m,oh you are gonna to put her sleep on that?,0,,,,,,3,you,her,that,,,,
2332587,00:38:52.587,m,okay,0,,,,,,0,,,,,,,
2333081,00:38:53.81,m,does she,0,,,,,,1,she,,,,,,
2333548,00:38:53.548,m,do you wanna use little pillow?,1,pillow,,,,,1,you,,,,,,
2335987,00:38:55.987,m,no,0,,,,,,0,,,,,,,
2336481,00:38:56.481,m,okay,0,,,,,,0,,,,,,,
2338837,00:38:58.837,m,oh how nice she is going to sleep,0,,,,,,1,she,,,,,,
2340575,00:39:00.575,m,oh,0,,,,,,0,,,,,,,
2342063,00:39:02.63,m,okay here we go,0,,,,,,1,we,,,,,,
2343857,00:39:03.857,m,oh Stella,1,stella,,,,,0,,,,,,,
2345502,00:39:05.502,m,sh,0,,,,,,0,,,,,,,
2353698,00:39:13.698,m,now is time to get up?,1,time,,,,,0,,,,,,,
2357602,00:39:17.602,m,milk?,1,milk,,,,,0,,,,,,,
2359244,00:39:19.244,m,she wants some milk,1,milk,,,,,1,she,,,,,,
2360018,00:39:20.18,m,where is her bottle?,1,bottle,,,,,1,her,,,,,,
2366778,00:39:26.778,m,I think it's in the car,1,car,,,,,2,i,it,,,,,
2371854,00:39:31.854,m,is it in the car?,1,car,,,,,1,it,,,,,,
2377649,00:39:37.649,m,is it over there?,0,,,,,,1,it,,,,,,
2380192,00:39:40.192,m,did you check on,0,,,,,,1,you,,,,,,
2381672,00:39:41.672,m,was it on the chair?,1,chair,,,,,1,it,,,,,,
2383968,00:39:43.968,m,here,0,,,,,,0,,,,,,,
2384495,00:39:44.495,m,lets see,0,,,,,,0,,,,,,,
2393607,00:39:53.607,m,is in the chair?,1,chair,,,,,0,,,,,,,
2395530,00:39:55.530,m,oh good,0,,,,,,0,,,,,,,
2397205,00:39:57.205,m,no,0,,,,,,0,,,,,,,
2397731,00:39:57.731,m,is it there?,0,,,,,,1,it,,,,,,
2400649,00:40:00.649,m,where did the bottle go?,1,bottle,,,,,0,,,,,,,
2404085,00:40:04.85,m,oh I see it,0,,,,,,2,i,it,,,,,
2404860,00:40:04.860,m,it's under the couch,1,couch,,,,,1,it,,,,,,
2410288,00:40:10.288,m,it's under the couch,1,couch,,,,,1,it,,,,,,
2414100,00:40:14.100,m,here,0,,,,,,0,,,,,,,
2415615,00:40:15.615,m,okay,0,,,,,,0,,,,,,,
2416736,00:40:16.736,m,should we put on her bib?,1,bib,,,,,2,we,her,,,,,
2418780,00:40:18.780,m,just the bottle?,1,bottle,,,,,0,,,,,,,
2421244,00:40:21.244,m,[sound effect],0,,,,,,0,,,,,,,
2426515,00:40:26.515,m,she wants to eat,0,,,,,,1,she,,,,,,
2428375,00:40:28.375,m,now you put on the bib,1,bib,,,,,1,you,,,,,,
2430238,00:40:30.238,m,what does she want to eat?,0,,,,,,1,she,,,,,,
2433302,00:40:33.302,m,xxx,0,,,,,,0,,,,,,,
2436066,00:40:36.66,m,and cucumbers,1,cucumbers,,,,,0,,,,,,,
2438735,00:40:38.735,m,Emilia's favorite,1,emilia,,,,,0,,,,,,,
2448288,00:40:48.288,m,are you gonna put her in the high chair honey?,2,chair,honey,,,,2,you,her,,,,,
2450054,00:40:50.54,m,so she can eat,0,,,,,,1,she,,,,,,
2453501,00:40:53.501,m,in that chair there,1,chair,,,,,1,that,,,,,,
2455485,00:40:55.485,m,are you gonna feed her?,0,,,,,,2,you,her,,,,,
2464413,00:41:04.413,m,let me see,0,,,,,,1,me,,,,,,
2467204,00:41:07.204,m,oh how good,0,,,,,,0,,,,,,,
2471080,00:41:11.80,m,you are taking off her bib?,1,bib,,,,,2,you,her,,,,,
2473805,00:41:13.805,m,you prefer Stella naked right?,1,stella,,,,,1,you,,,,,,
2484488,00:41:24.488,m,takes Stella's bib off?,2,stella,bib,,,,0,,,,,,,
2497838,00:41:37.838,m,what?,0,,,,,,0,,,,,,,
2498334,00:41:38.334,m,what are you?,0,,,,,,1,you,,,,,,
2498796,00:41:38.796,m,are you showing her the ceiling?,1,ceiling,,,,,2,you,her,,,,,
2503261,00:41:43.261,m,oh,0,,,,,,0,,,,,,,
2503822,00:41:43.822,m,you bring her up and down,0,,,,,,2,you,her,,,,,
2506197,00:41:46.197,m,oh,0,,,,,,0,,,,,,,
2510100,00:41:50.100,m,you wanna see outside?,1,outside,,,,,1,you,,,,,,
2520601,00:42:00.601,m,up and down,0,,,,,,0,,,,,,,
2521689,00:42:01.689,m,up and down,0,,,,,,0,,,,,,,
2522525,00:42:02.525,m,you wanna sing your song?,1,song,,,,,2,you,your,,,,,
2549149,00:42:29.149,m,very good honey,1,honey,,,,,0,,,,,,,
2551441,00:42:31.441,m,it was so nice,0,,,,,,1,it,,,,,,
2560010,00:42:40.10,m,oh,0,,,,,,0,,,,,,,
2560535,00:42:40.535,m,how beautiful,0,,,,,,0,,,,,,,
2561189,00:42:41.189,m,momma loves it when you sing,1,momma,,,,,2,it,you,,,,,
2568630,00:42:48.630,m,that is a noise on the street,2,noise,street,,,,1,that,,,,,,
2574271,00:42:54.271,m,that,0,,,,,,1,that,,,,,,
2574764,00:42:54.764,m,oh that,0,,,,,,1,that,,,,,,
2576314,00:42:56.314,m,that is xxx,0,,,,,,1,that,,,,,,
2579154,00:42:59.154,m,you wanna see outside?,1,outside,,,,,1,you,,,,,,
2586486,00:43:06.486,m,Stella is gonna do peek a boo,1,stella,peekaboo,,,,0,,,,,,,
2590486,00:43:10.486,m,I see,0,,,,,,1,i,,,,,,
2592902,00:43:12.902,m,where is Stella?,1,stella,,,,,0,,,,,,,
2594422,00:43:14.422,m,where is Stella?,1,stella,,,,,0,,,,,,,
2596214,00:43:16.214,m,boo,0,,,,,,0,,,,,,,
2597300,00:43:17.300,m,there she is,0,,,,,,1,she,,,,,,
2600227,00:43:20.227,m,where is Stella?,1,stella,,,,,0,,,,,,,
2602828,00:43:22.828,m,[sound effect],0,,,,,,0,,,,,,,
2611541,00:43:31.541,m,a car?,1,car,,,,,0,,,,,,,
2615452,00:43:35.452,m,Stella wants a car,2,stella,car,,,,0,,,,,,,
2617839,00:43:37.839,m,oh she wants,0,,,,,,1,she,,,,,,
2619510,00:43:39.510,m,does she,0,,,,,,1,she,,,,,,
2620096,00:43:40.96,m,she wants to draw a car,1,car,,,,,1,she,,,,,,
2620420,00:43:40.420,m,does she wants to draw a car?,1,car,,,,,1,she,,,,,,
2621972,00:43:41.972,m,oh,0,,,,,,0,,,,,,,
2622934,00:43:42.934,m,see momma drew those cars earlier,2,momma,cars,,,,1,those,,,,,,
2626375,00:43:46.375,m,oh are you drawing a car?,1,car,,,,,1,you,,,,,,
2628937,00:43:48.937,m,oh nice,0,,,,,,0,,,,,,,
2632101,00:43:52.101,m,a car,1,car,,,,,0,,,,,,,
2635104,00:43:55.104,m,are the cars going fast?,1,cars,,,,,0,,,,,,,
2637676,00:43:57.676,m,xxx,0,,,,,,0,,,,,,,
2639800,00:43:59.800,m,what noise does the car makes?,2,noise,car,,,,0,,,,,,,
2641358,00:44:01.358,m,vroom vroom,0,,,,,,0,,,,,,,
2642038,00:44:02.38,m,vroom vroom,0,,,,,,0,,,,,,,
2642687,00:44:02.687,m,vroom,0,,,,,,0,,,,,,,
2655058,00:44:15.58,m,you know we are flying on an airplane this week,2,airplane,week,,,,3,you,we,this,,,,
2658100,00:44:18.100,m,you are gonna go flying in the airplane,1,airplane,,,,,1,you,,,,,,
2662392,00:44:22.392,m,we are gonna go,0,,,,,,1,we,,,,,,
2663853,00:44:23.853,m,we are gonna go to Iowa,1,iowa,,,,,1,we,,,,,,
2666440,00:44:26.440,m,and you are gonna see grandma,1,grandma,,,,,1,you,,,,,,
2671099,00:44:31.99,m,you can go over there,0,,,,,,1,you,,,,,,
2674326,00:44:34.326,m,and Stella can go over there,1,stella,,,,,0,,,,,,,
2675565,00:44:35.565,m,oh you want Stella to go on the airplane?,2,stella,airplane,,,,1,you,,,,,,
2678913,00:44:38.913,m,no,0,,,,,,0,,,,,,,
2679872,00:44:39.872,m,okay,0,,,,,,0,,,,,,,
2680305,00:44:40.305,m,you leave Stella in New York,2,stella,newyork,,,,1,you,,,,,,
2683935,00:44:43.935,m,I think that's a good idea,1,idea,,,,,2,i,that,,,,,
2696498,00:44:56.498,m,I see she is rocking,0,,,,,,2,i,she,,,,,
2704537,00:45:04.537,m,she wants her blanket on?,1,blanket,,,,,2,she,her,,,,,
2706071,00:45:06.71,m,is she cold?,0,,,,,,1,she,,,,,,
2707867,00:45:07.867,m,Emilia are you cold?,1,emilia,,,,,1,you,,,,,,
2710040,00:45:10.40,m,do you want some socks on?,1,socks,,,,,1,you,,,,,,
2713184,00:45:13.184,m,are you sure your feet aren't cold?,1,feet,,,,,2,you,your,,,,,
2715998,00:45:15.998,m,or a sweater?,1,sweater,,,,,0,,,,,,,
2717082,00:45:17.82,m,do you want a sweater on?,1,sweater,,,,,1,you,,,,,,
2718757,00:45:18.757,m,no,0,,,,,,0,,,,,,,
2719192,00:45:19.192,m,okay,0,,,,,,0,,,,,,,
2722479,00:45:22.479,m,your feet are warm,1,feet,,,,,1,your,,,,,,
2724290,00:45:24.290,m,or Stella's feet are warm?,2,stella,feet,,,,0,,,,,,,
2726661,00:45:26.661,m,both?,0,,,,,,0,,,,,,,
2727372,00:45:27.372,m,yeah,0,,,,,,0,,,,,,,
2736648,00:45:36.648,m,Stella doesn't want to rock anymore?,1,stella,,,,,0,,,,,,,
2738940,00:45:38.940,m,no?,0,,,,,,0,,,,,,,
2747067,00:45:47.67,m,she is gonna eat on the high chair?,1,chair,,,,,1,she,,,,,,
2750785,00:45:50.785,m,momma will feed her?,1,momma,,,,,1,her,,,,,,
2752147,00:45:52.147,m,all right,0,,,,,,0,,,,,,,
2754285,00:45:54.285,m,okay,0,,,,,,0,,,,,,,
2754870,00:45:54.870,m,what does Stella want to eat?,1,stella,,,,,0,,,,,,,
2758156,00:45:58.156,m,some pizza?,1,pizza,,,,,0,,,,,,,
2759184,00:45:59.184,m,[laugh],0,,,,,,0,,,,,,,
2760847,00:46:00.847,m,okay,0,,,,,,0,,,,,,,
2761625,00:46:01.625,m,mmm is good,0,,,,,,0,,,,,,,
2762831,00:46:02.831,m,[sound effect],0,,,,,,0,,,,,,,
2764693,00:46:04.693,m,momma is eating some pizza,2,momma,pizza,,,,0,,,,,,,
2766122,00:46:06.122,m,and here then Stella,1,stella,,,,,0,,,,,,,
2766954,00:46:06.954,m,[sound effect],0,,,,,,0,,,,,,,
2768725,00:46:08.725,m,is not Stella little for pizza though?,2,stella,pizza,,,,0,,,,,,,
2772880,00:46:12.880,m,remember babies don't eat pizza,2,babies,pizza,,,,0,,,,,,,
2777315,00:46:17.315,m,honey?,1,honey,,,,,0,,,,,,,
2779052,00:46:19.52,m,babies don't eat honey either,2,babies,honey,,,,0,,,,,,,
2782635,00:46:22.635,m,I know,0,,,,,,1,i,,,,,,
2783224,00:46:23.224,m,you like honey,1,honey,,,,,1,you,,,,,,
2785856,00:46:25.856,m,that's honey?,1,honey,,,,,1,that,,,,,,
2788487,00:46:28.487,m,babies don't eat honey,2,babies,honey,,,,0,,,,,,,
2790393,00:46:30.393,m,babies only eat milk,2,babies,milk,,,,0,,,,,,,
2794953,00:46:34.953,m,tea,1,tea,,,,,0,,,,,,,
2796937,00:46:36.937,m,Stella now have a tea,2,stella,tea,,,,0,,,,,,,
2800191,00:46:40.191,m,water,1,water,,,,,0,,,,,,,
2802797,00:46:42.797,m,babies don't eat any of these things,2,babies,things,,,,1,these,,,,,,
2805349,00:46:45.349,m,how old is Stella?,1,stella,,,,,0,,,,,,,
2806214,00:46:46.214,m,[sound effect],0,,,,,,0,,,,,,,
2811210,00:46:51.210,m,Stella has a drink,2,stella,drink,,,,0,,,,,,,
2813459,00:46:53.459,m,[sound effect],0,,,,,,0,,,,,,,
2816157,00:46:56.157,m,[sound effect],0,,,,,,0,,,,,,,
2822076,00:47:02.76,m,Stella is going to potty,1,stella,,,,,0,,,,,,,
2826018,00:47:06.18,m,and drink?,1,drink,,,,,0,,,,,,,
2831753,00:47:11.753,m,and a cup?,1,cup,,,,,0,,,,,,,
2832462,00:47:12.462,m,okay,0,,,,,,0,,,,,,,
2836757,00:47:16.757,m,the cup is dirty,1,cup,,,,,0,,,,,,,
2839577,00:47:19.577,m,you want momma to wash it?,1,momma,,,,,2,you,it,,,,,
2842366,00:47:22.366,m,should we wash it?,0,,,,,,2,we,it,,,,,
2845528,00:47:25.528,m,oh there is paint,1,paint,,,,,0,,,,,,,
2847267,00:47:27.267,m,how did you get paint in this?,1,paint,,,,,2,you,this,,,,,
2850922,00:47:30.922,m,were you paiting with Donna?,1,donna,,,,,1,you,,,,,,
2856209,00:47:36.209,m,how about we wash it?,0,,,,,,2,we,it,,,,,
2857134,00:47:37.134,m,should we wash it for Stella?,1,stella,,,,,2,we,it,,,,,
2859150,00:47:39.150,m,okay,0,,,,,,0,,,,,,,
2859958,00:47:39.958,m,lets wash it off,0,,,,,,1,it,,,,,,
2864580,00:47:44.580,m,will clean it,0,,,,,,1,it,,,,,,
2896866,00:48:16.866,m,momma clean the cup,2,momma,cup,,,,0,,,,,,,
2897768,00:48:17.768,m,hold on honey has to respond something for work,2,honey,work,,,,0,,,,,,,
2909421,00:48:29.421,m,here is the cup,1,cup,,,,,0,,,,,,,
2910026,00:48:30.26,m,here is the cup,1,cup,,,,,0,,,,,,,
2912931,00:48:32.931,m,momma wash it,1,momma,,,,,1,it,,,,,,
2915195,00:48:35.195,m,and we are gonna dry it out,0,,,,,,2,we,it,,,,,
2921981,00:48:41.981,m,is wet yeah,0,,,,,,0,,,,,,,
2923194,00:48:43.194,m,here it goes,0,,,,,,1,it,,,,,,
2925981,00:48:45.981,m,momma clean it yeah,1,momma,,,,,1,it,,,,,,
2947588,00:49:07.588,m,Stella drinks the water,2,stella,water,,,,0,,,,,,,
2952287,00:49:12.287,m,oh honey,1,honey,,,,,0,,,,,,,
2952788,00:49:12.788,m,momma is done changing Stellas poop,3,momma,stella,poop,,,0,,,,,,,
2954583,00:49:14.583,m,how about we read the book instead?,1,book,,,,,1,we,,,,,,
2957372,00:49:17.372,m,should we read,0,,,,,,1,we,,,,,,
2960195,00:49:20.195,m,what do you want to read?,0,,,,,,1,you,,,,,,
2960755,00:49:20.755,m,should we read?,0,,,,,,1,we,,,,,,
2961344,00:49:21.344,m,should we read Merry Christmas Strega Nona?,1,book1,,,,,1,we,,,,,,
2963963,00:49:23.963,m,oh I know what,0,,,,,,1,i,,,,,,
2964984,00:49:24.984,m,how about we do,0,,,,,,1,we,,,,,,
2965945,00:49:25.945,m,where is the xxx,0,,,,,,0,,,,,,,
2966875,00:49:26.875,m,oh Bubble Trouble?,1,book2,,,,,0,,,,,,,
2969005,00:49:29.5,m,that's mommas favorite,2,momma,favorite,,,,1,that,,,,,,
2970923,00:49:30.923,m,what about,0,,,,,,0,,,,,,,
2973375,00:49:33.375,m,where is your Christmas book?,2,christmas,book,,,,1,your,,,,,,
2976441,00:49:36.441,m,where is you xxx Christmas book?,2,christmas,book,,,,1,your,,,,,,
2980751,00:49:40.751,m,here it is,0,,,,,,1,it,,,,,,
2981497,00:49:41.497,m,lets do this one,1,one,,,,,1,this,,,,,,
2982657,00:49:42.657,m,this is fun,0,,,,,,0,,,,,,,
2986999,00:49:46.999,m,come here,0,,,,,,0,,,,,,,
2992113,00:49:52.113,m,xxx,0,,,,,,0,,,,,,,
2993687,00:49:53.687,m,look look baby,1,baby,,,,,0,,,,,,,
3062641,00:51:02.641,m,oh,0,,,,,,0,,,,,,,
3063226,00:51:03.226,m,I don't know what that is,0,,,,,,2,i,that,,,,,
3064645,00:51:04.645,m,it sounds like a truck,1,truck,,,,,1,it,,,,,,
3066749,00:51:06.749,m,do you wanna see?,0,,,,,,1,you,,,,,,
3068890,00:51:08.890,m,okay,0,,,,,,0,,,,,,,
3078935,00:51:18.935,m,what about,0,,,,,,0,,,,,,,
3079458,00:51:19.458,m,baby?,1,baby,,,,,0,,,,,,,
3081286,00:51:21.286,m,what about the baby?,1,baby,,,,,0,,,,,,,
3084013,00:51:24.13,m,Stella wants to play too?,1,stella,,,,,0,,,,,,,
3086089,00:51:26.89,m,okay,0,,,,,,0,,,,,,,
3086588,00:51:26.588,m,momma holds,1,momma,,,,,0,,,,,,,
3087873,00:51:27.873,m,momma holds Stella,2,momma,stella,,,,0,,,,,,,
3089272,00:51:29.272,m,you wanna come up on momma's leg?,2,momma,leg,,,,1,you,,,,,,
3091522,00:51:31.522,m,okay,0,,,,,,0,,,,,,,
3092538,00:51:32.538,m,Stella,1,stella,,,,,0,,,,,,,
3093780,00:51:33.780,m,oh Stella,1,stella,,,,,0,,,,,,,
3094367,00:51:34.367,m,Stella wants to see the book?,2,stella,book,,,,0,,,,,,,
3096072,00:51:36.72,m,okay,0,,,,,,0,,,,,,,
3146132,00:52:26.132,m,what hurts honey?,1,honey,,,,,0,,,,,,,
3150160,00:52:30.160,m,you want some cream on that?,1,cream,,,,,2,you,that,,,,,
3152548,00:52:32.548,m,you have a little cut,1,cut,,,,,1,you,,,,,,
3156920,00:52:36.920,m,okay,0,,,,,,0,,,,,,,
3157725,00:52:37.725,m,momma put some cream on it,2,momma,cream,,,,1,it,,,,,,
3161199,00:52:41.199,m,it burns?,0,,,,,,1,it,,,,,,
3164947,00:52:44.947,m,how did you hurt your finger?,1,finger,,,,,2,you,your,,,,,
3168122,00:52:48.122,m,do you remember?,0,,,,,,1,you,,,,,,
3173203,00:52:53.203,m,you cut it on the pot?,1,pot,,,,,2,you,it,,,,,
3174731,00:52:54.731,m,on the pot?,1,pot,,,,,0,,,,,,,
3178175,00:52:58.175,m,here we will put the cream on it,1,cream,,,,,2,we,it,,,,,
3182069,00:53:02.69,m,xxx,0,,,,,,0,,,,,,,
3183991,00:53:03.991,m,wait,0,,,,,,0,,,,,,,
3184549,00:53:04.549,m,I saw it before,0,,,,,,2,i,it,,,,,
3186996,00:53:06.996,m,which finger is it?,1,finger,,,,,1,it,,,,,,
3188174,00:53:08.174,m,oh is this finger here right?,1,finger,,,,,1,this,,,,,,
3193774,00:53:13.774,m,I am gonna put it on both,0,,,,,,2,i,it,,,,,
3196567,00:53:16.567,m,okay baby,1,baby,,,,,0,,,,,,,
3199607,00:53:19.607,m,yeah,0,,,,,,0,,,,,,,
3203757,00:53:23.757,m,xxx too much,0,,,,,,0,,,,,,,
3207137,00:53:27.137,m,is that too much?,0,,,,,,1,that,,,,,,
3212220,00:53:32.220,m,are you good?,0,,,,,,1,you,,,,,,
3213800,00:53:33.800,m,okay here,0,,,,,,0,,,,,,,
3220840,00:53:40.840,m,okay will keep reading the book to Stella,2,book,stella,,,,0,,,,,,,
3226281,00:53:46.281,m,uhoh,0,,,,,,0,,,,,,,
3226804,00:53:46.804,m,there is a cheerios on the pillow,2,cheerios,pillow,,,,0,,,,,,,
3230092,00:53:50.92,m,I wonder how that got there?,0,,,,,,2,i,that,,,,,
3231113,00:53:51.113,m,oh xxx,0,,,,,,0,,,,,,,
3234088,00:53:54.88,m,okay,0,,,,,,0,,,,,,,
3234806,00:53:54.806,m,lets go to the next page,1,page,,,,,0,,,,,,,
3236788,00:53:56.788,m,lets have Stella sit here,1,stella,,,,,0,,,,,,,
3237709,00:53:57.709,m,okay,0,,,,,,0,,,,,,,
3238292,00:53:58.292,m,on mommas lap,2,momma,lap,,,,0,,,,,,,
3241210,00:54:01.210,m,okay,0,,,,,,0,,,,,,,
3242947,00:54:02.947,m,look,0,,,,,,0,,,,,,,
3317368,00:55:17.368,m,you got cream on your fingers,2,cream,fingers,,,,2,you,your,,,,,
3333492,00:55:33.492,m,does your finger hurt?,1,finger,,,,,1,your,,,,,,
3336033,00:55:36.33,m,do you want momma to kiss it?,1,momma,,,,,2,you,it,,,,,
3339876,00:55:39.876,m,she kiss it,0,,,,,,2,she,it,,,,,
3342047,00:55:42.47,m,more cream?,1,cream,,,,,0,,,,,,,
3344246,00:55:44.246,m,I dont think more cream is gonna help,1,cream,,,,,1,i,,,,,,
3345767,00:55:45.767,m,do you want,0,,,,,,1,you,,,,,,
3346358,00:55:46.358,m,how about,0,,,,,,0,,,,,,,
3346978,00:55:46.978,m,oh,0,,,,,,0,,,,,,,
3347533,00:55:47.533,m,you wanna bandaid?,1,bandaid,,,,,1,you,,,,,,
3349422,00:55:49.422,m,oh a bandaid,1,bandaid,,,,,0,,,,,,,
3350446,00:55:50.446,m,wow,0,,,,,,0,,,,,,,
3352029,00:55:52.29,m,should we get a bandaid?,1,bandaid,,,,,1,we,,,,,,
3353375,00:55:53.375,m,okay xxx,0,,,,,,0,,,,,,,
3356292,00:55:56.292,m,I am sorry honey I dont know what happened,1,honey,,,,,2,i,i,,,,,
3362116,00:56:02.116,m,yeah,0,,,,,,0,,,,,,,
3362772,00:56:02.772,m,we will get a bandaid on it,1,bandaid,,,,,2,we,it,,,,,
3364132,00:56:04.132,m,maybe that will make it feel better,0,,,,,,2,that,it,,,,,
3368953,00:56:08.953,m,you wanna clean it first?,0,,,,,,2,you,it,,,,,
3370657,00:56:10.657,m,okay,0,,,,,,0,,,,,,,
3371155,00:56:11.155,m,we will wash your hands again,1,hands,,,,,2,we,your,,,,,
3372491,00:56:12.491,m,lets put,0,,,,,,0,,,,,,,
3373075,00:56:13.75,m,we will put a little antibiotic right now on it too,1,antibiotic,,,,,2,we,it,,,,,
