Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
4814536,01:20:14.536,m,okay,0,,,,,,0,,,,,,,
4815114,01:20:15.114,m,okay we can look in there,0,,,,,,1,we,,,,,,
4816202,01:20:16.202,m,but you can't reach in there,0,,,,,,1,you,,,,,,
4818956,01:20:18.956,m,I asked you,0,,,,,,2,i,you,,,,,
4819636,01:20:19.636,m,don't reach in there,0,,,,,,0,,,,,,,
4823784,01:20:23.784,m,okay guess what?,0,,,,,,0,,,,,,,
4824634,01:20:24.634,m,if you put the bread there you can't eat it,1,bread,,,,,2,you,it,,,,,
4830788,01:20:30.788,m,honey let me see what was in there,1,honey,,,,,1,me,,,,,,
4832964,01:20:32.964,m,that's kinda gross okay?,0,,,,,,1,that,,,,,,
4835018,01:20:35.18,m,I'll give you another piece of bread,1,piecebread,,,,,2,i,you,,,,,
4837350,01:20:37.350,m,come here,0,,,,,,0,,,,,,,
4857614,01:20:57.614,m,can we just like get a different piece?,1,piece,,,,,1,we,,,,,,
4860504,01:21:00.504,m,cause you put that in a drawer,1,drawer,,,,,2,you,that,,,,,
4885460,01:21:25.460,m,you want some orange?,1,orange,,,,,1,you,,,,,,
4887194,01:21:27.194,m,get you some more bread,1,bread,,,,,1,you,,,,,,
4888248,01:21:28.248,m,we're gonna sit outside,1,outside,,,,,1,we,,,,,,
4890673,01:21:30.673,m,[adult babble],0,,,,,,0,,,,,,,
4895592,01:21:35.592,m,no?,0,,,,,,0,,,,,,,
4910994,01:21:50.994,m,you want some bread,1,bread,,,,,1,you,,,,,,
4911851,01:21:51.851,m,[adult babble],0,,,,,,0,,,,,,,
4913612,01:21:53.612,m,so exciting,0,,,,,,0,,,,,,,
4916332,01:21:56.332,m,that's a big piece,1,piece,,,,,1,that,,,,,,
4981544,01:23:01.544,m,okay,0,,,,,,0,,,,,,,
4994396,01:23:14.396,m,kay you do it,0,,,,,,2,you,it,,,,,
5013096,01:23:33.96,m,okay,0,,,,,,0,,,,,,,
5013572,01:23:33.572,m,xxx help mommy,1,mommy,,,,,0,,,,,,,
5015408,01:23:35.408,m,help me open it,0,,,,,,2,me,it,,,,,
5017380,01:23:37.380,m,kay?,0,,,,,,0,,,,,,,
5018196,01:23:38.196,m,help me open it,0,,,,,,2,me,it,,,,,
5020236,01:23:40.236,m,do you wanna help mommy?,1,mommy,,,,,1,you,,,,,,
5021392,01:23:41.392,m,oh you got it,0,,,,,,2,you,it,,,,,
5023024,01:23:43.24,m,you got it,0,,,,,,2,you,it,,,,,
5024146,01:23:44.146,m,you opened the door,1,door,,,,,1,you,,,,,,
5026727,01:23:46.727,m,yay oh it's so nice out,0,,,,,,1,it,,,,,,
5029790,01:23:49.790,m,it's so nice outside,1,outside,,,,,1,it,,,,,,
5036896,01:23:56.896,m,ooh,0,,,,,,0,,,,,,,
5037372,01:23:57.372,m,there's still water in xxx,1,water,,,,,0,,,,,,,
5045022,01:24:05.22,m,xxx water,1,water,,,,,0,,,,,,,
5048252,01:24:08.252,m,okay,0,,,,,,0,,,,,,,
5049442,01:24:09.442,m,guess what?,0,,,,,,0,,,,,,,
5049952,01:24:09.952,m,you're not gonna eat that,0,,,,,,2,you,that,,,,,
5052298,01:24:12.298,m,so gross [laughing],0,,,,,,0,,,,,,,
5055596,01:24:15.596,m,[laughing],0,,,,,,0,,,,,,,
5073888,01:24:33.888,m,honey,1,honey,,,,,0,,,,,,,
5074228,01:24:34.228,m,let's throw this in the garbage,1,garbage,,,,,1,this,,,,,,
5075928,01:24:35.928,m,cause it's all wet and soggy,0,,,,,,1,it,,,,,,
5078630,01:24:38.630,m,god knows how long that water's been sitting there,1,water,,,,,1,that,,,,,,
5083578,01:24:43.578,m,no,0,,,,,,0,,,,,,,
5174630,01:26:14.630,m,want some water?,1,water,,,,,0,,,,,,,
5176806,01:26:16.806,m,you thirsty?,0,,,,,,1,you,,,,,,
5178404,01:26:18.404,m,xxx,0,,,,,,0,,,,,,,
5208426,01:26:48.426,m,oh my god,0,,,,,,0,,,,,,,
5209276,01:26:49.276,m,no,0,,,,,,0,,,,,,,
5210908,01:26:50.908,m,no,0,,,,,,0,,,,,,,
5211690,01:26:51.690,m,please don't do that,0,,,,,,1,that,,,,,,
5242528,01:27:22.528,m,oh,0,,,,,,0,,,,,,,
5242868,01:27:22.868,m,a flower,1,flower,,,,,0,,,,,,,
5245176,01:27:25.176,m,[play crying],0,,,,,,0,,,,,,,
5247118,01:27:27.118,m,move back,0,,,,,,0,,,,,,,
5248027,01:27:28.27,m,okay,0,,,,,,0,,,,,,,
5248478,01:27:28.478,m,I got out of your chair,1,chair,,,,,2,i,your,,,,,
5250552,01:27:30.552,m,are you picking flowers?,1,flowers,,,,,1,you,,,,,,
5254972,01:27:34.972,m,oh those are pretty flowers,1,flowers,,,,,1,those,,,,,,
5263982,01:27:43.982,m,you want some water?,1,water,,,,,1,you,,,,,,
5266872,01:27:46.872,m,yeah?,0,,,,,,0,,,,,,,
5288904,01:28:08.904,m,xxx fit,0,,,,,,0,,,,,,,
5290026,01:28:10.26,m,okay,0,,,,,,0,,,,,,,
5293834,01:28:13.834,m,is that your chair?,1,chair,,,,,2,that,your,,,,,
5370878,01:29:30.878,m,xxx,0,,,,,,0,,,,,,,
5373768,01:29:33.768,m,come on,0,,,,,,0,,,,,,,
5374550,01:29:34.550,m,please,0,,,,,,0,,,,,,,
5394460,01:29:54.460,m,xxx,0,,,,,,0,,,,,,,
5411406,01:30:11.406,m,okay come on baby,1,baby,,,,,0,,,,,,,
5426502,01:30:26.502,m,honey we can go out in a second,1,honey,,,,,1,we,,,,,,
5459890,01:30:59.890,m,what it,0,,,,,,1,it,,,,,,
5550976,01:32:30.976,m,okay let's xxx,0,,,,,,0,,,,,,,
5552506,01:32:32.506,m,it's nice out,0,,,,,,1,it,,,,,,
5554512,01:32:34.512,m,it's so nice outside,1,outside,,,,,1,it,,,,,,
5592490,01:33:12.490,m,yeah,0,,,,,,0,,,,,,,
5592864,01:33:12.864,m,guess what,0,,,,,,0,,,,,,,
5593306,01:33:13.306,m,we're not going in there,0,,,,,,1,we,,,,,,
5608776,01:33:28.776,m,xxx [singing],0,,,,,,0,,,,,,,
5615066,01:33:35.66,m,[name] what's xxx?,0,,,,,,0,,,,,,,
5638560,01:33:58.560,m,wow I'm sure that's delicious,0,,,,,,2,i,that,,,,,
5644408,01:34:04.408,m,delicious,0,,,,,,0,,,,,,,
5646312,01:34:06.312,m,delicious,0,,,,,,0,,,,,,,
5647672,01:34:07.672,m,you know what?,0,,,,,,1,you,,,,,,
5648114,01:34:08.114,m,that's not,0,,,,,,1,that,,,,,,
5648578,01:34:08.578,m,hey,0,,,,,,0,,,,,,,
5649474,01:34:09.474,m,hey,0,,,,,,0,,,,,,,
5649644,01:34:09.644,m,that's not food,1,food,,,,,1,that,,,,,,
5651888,01:34:11.888,m,honey,1,honey,,,,,0,,,,,,,
5652405,01:34:12.405,m,please don't put that in your mouth,1,mouth,,,,,2,that,your,,,,,
5654245,01:34:14.245,m,I'm not kidding,0,,,,,,1,i,,,,,,
5680584,01:34:40.584,m,[name],0,,,,,,0,,,,,,,
5681128,01:34:41.128,m,look a squirrel,1,squirrel,,,,,0,,,,,,,
5683281,01:34:43.281,m,baby look,1,baby,,,,,0,,,,,,,
5684290,01:34:44.290,m,[gasp],0,,,,,,0,,,,,,,
5685310,01:34:45.310,m,look at the squirrel,1,squirrel,,,,,0,,,,,,,
5686636,01:34:46.636,m,look,0,,,,,,0,,,,,,,
5686976,01:34:46.976,m,look up there,0,,,,,,0,,,,,,,
5688367,01:34:48.367,m,look look look,0,,,,,,0,,,,,,,
5688914,01:34:48.914,m,there he is,0,,,,,,1,he,,,,,,
5689696,01:34:49.696,m,do you see him?,0,,,,,,2,you,him,,,,,
5690342,01:34:50.342,m,you can't see him,0,,,,,,2,you,him,,,,,
5692382,01:34:52.382,m,let me show you,0,,,,,,2,me,you,,,,,
5694660,01:34:54.660,m,yes,0,,,,,,0,,,,,,,
5695646,01:34:55.646,m,yeah baby,1,baby,,,,,0,,,,,,,
5697074,01:34:57.74,m,xxx,0,,,,,,0,,,,,,,
5698060,01:34:58.60,m,see the squirrel,1,squirrel,,,,,0,,,,,,,
5701868,01:35:01.868,m,xxx,0,,,,,,0,,,,,,,
5704180,01:35:04.180,m,did you see him?,0,,,,,,2,you,him,,,,,
5706288,01:35:06.288,m,xxx,0,,,,,,0,,,,,,,
5712578,01:35:12.578,m,xxx,0,,,,,,0,,,,,,,
5715434,01:35:15.434,m,yeah,0,,,,,,0,,,,,,,
5715820,01:35:15.820,m,did you see his tail?,1,tail,,,,,2,you,his,,,,,
5717610,01:35:17.610,m,xxx,0,,,,,,0,,,,,,,
5723730,01:35:23.730,m,xxx,0,,,,,,0,,,,,,,
5724784,01:35:24.784,m,xxx we'll see him again,0,,,,,,2,we,him,,,,,
5734826,01:35:34.826,m,look at the bee,1,bee,,,,,0,,,,,,,
5736786,01:35:36.786,m,look xxx,0,,,,,,0,,,,,,,
5737398,01:35:37.398,m,there's a bumblebee,1,bumblebee,,,,,0,,,,,,,
5740730,01:35:40.730,m,the bee,1,bee,,,,,0,,,,,,,
5742022,01:35:42.22,m,bee,1,bee,,,,,0,,,,,,,
5742466,01:35:42.466,m,bzz,0,,,,,,0,,,,,,,
5742974,01:35:42.974,m,don't let him sting you,0,,,,,,2,him,you,,,,,
5744709,01:35:44.709,m,come here,0,,,,,,0,,,,,,,
5750579,01:35:50.579,m,that was a bee,1,bee,,,,,1,that,,,,,,
5764632,01:36:04.632,m,you wanna stay outside or go inside?,0,,,,,,1,you,,,,,,
5767318,01:36:07.318,m,wanna be outside?,0,,,,,,0,,,,,,,
5769766,01:36:09.766,m,no?,0,,,,,,0,,,,,,,
5770854,01:36:10.854,m,we can go back inside,0,,,,,,1,we,,,,,,
5777722,01:36:17.722,m,[adult babble],0,,,,,,0,,,,,,,
5778436,01:36:18.436,m,coffee,1,coffee,,,,,0,,,,,,,
5790778,01:36:30.778,m,hey,0,,,,,,0,,,,,,,
5791696,01:36:31.696,m,hey,0,,,,,,0,,,,,,,
5793566,01:36:33.566,m,xxx,0,,,,,,0,,,,,,,
5797306,01:36:37.306,m,oh my gosh,0,,,,,,0,,,,,,,
5798326,01:36:38.326,m,there's a squirrel,1,squirrel,,,,,0,,,,,,,
5800230,01:36:40.230,m,honey,1,honey,,,,,0,,,,,,,
5801352,01:36:41.352,m,I don't want you to put that in your mouth,1,mouth,,,,,4,i,you,that,your,,,
5803290,01:36:43.290,m,that's a squirrel,1,squirrel,,,,,1,that,,,,,,
5804420,01:36:44.420,m,I think he has an acorn in his mouth,2,acorn,mouth,,,,3,i,he,his,,,,
5806508,01:36:46.508,m,honey,1,honey,,,,,0,,,,,,,
5806962,01:36:46.962,m,you can hold this,0,,,,,,2,you,this,,,,,
5808050,01:36:48.50,m,but when you put it in your mouth I take it away,1,mouth,,,,,5,you,it,your,i,it,,
5815360,01:36:55.360,m,it's gone,0,,,,,,1,it,,,,,,
5817332,01:36:57.332,m,where did the squirrel go?,1,squirrel,,,,,0,,,,,,,
5839126,01:37:19.126,m,it's a piece of wood,1,piecewood,,,,,1,it,,,,,,
5845869,01:37:25.869,m,xxx,0,,,,,,0,,,,,,,
5846334,01:37:26.334,m,xxx to play with it,0,,,,,,1,it,,,,,,
5847490,01:37:27.490,m,I just don't want you to put it in your mouth,1,mouth,,,,,4,i,you,it,your,,,
5881932,01:38:01.932,m,are you hiding?,0,,,,,,1,you,,,,,,
5883768,01:38:03.768,m,[gasp],0,,,,,,0,,,,,,,
5885400,01:38:05.400,m,[growl],0,,,,,,0,,,,,,,
5887644,01:38:07.644,m,the mommy monster,1,mommymonster,,,,,0,,,,,,,
5889582,01:38:09.582,m,[growl],0,,,,,,0,,,,,,,
5895064,01:38:15.64,m,[laugh],0,,,,,,0,,,,,,,
5903352,01:38:23.352,m,meow,0,,,,,,0,,,,,,,
5904610,01:38:24.610,m,[animal noise],0,,,,,,0,,,,,,,
5907704,01:38:27.704,m,meow,0,,,,,,0,,,,,,,
5921542,01:38:41.542,m,you see a bottle?,1,bottle,,,,,1,you,,,,,,
5924636,01:38:44.636,m,xxx a bottle?,1,bottle,,,,,0,,,,,,,
5939358,01:38:59.358,m,what's that?,0,,,,,,1,that,,,,,,
5940480,01:39:00.480,m,the bucket?,1,bucket,,,,,0,,,,,,,
5943098,01:39:03.98,m,the bucket,1,bucket,,,,,0,,,,,,,
5944628,01:39:04.628,m,xxx,0,,,,,,0,,,,,,,
5946464,01:39:06.464,m,xxx,0,,,,,,0,,,,,,,
5951564,01:39:11.564,m,xxx water,1,water,,,,,0,,,,,,,
5955916,01:39:15.916,m,xxx water,1,water,,,,,0,,,,,,,
5967136,01:39:27.136,m,honey come here,1,honey,,,,,0,,,,,,,
5969312,01:39:29.312,m,[name] agua,1,agua,,,,,0,,,,,,,
5976656,01:39:36.656,m,xxx,0,,,,,,0,,,,,,,
5977588,01:39:37.588,m,you want to turn the water on?,1,water,,,,,1,you,,,,,,
5979308,01:39:39.308,m,[gasp],0,,,,,,0,,,,,,,
5980226,01:39:40.226,m,look at that xxx,0,,,,,,1,that,,,,,,
5983048,01:39:43.48,m,ooh,0,,,,,,0,,,,,,,
5986788,01:39:46.788,m,okay,0,,,,,,0,,,,,,,
5993112,01:39:53.112,m,this is the hose,1,hose,,,,,1,this,,,,,,
5994778,01:39:54.778,m,ooh,0,,,,,,0,,,,,,,
5995560,01:39:55.560,m,wanna do the mist?,1,mist,,,,,0,,,,,,,
6015756,01:40:15.756,m,xxx,0,,,,,,0,,,,,,,
6018680,01:40:18.680,m,xxx,0,,,,,,0,,,,,,,
6033300,01:40:33.300,m,[laughing],0,,,,,,0,,,,,,,
6036326,01:40:36.326,m,oh no [laughing],0,,,,,,0,,,,,,,
6038128,01:40:38.128,m,let's water the plants with it,1,plants,,,,,1,it,,,,,,
6040848,01:40:40.848,m,okay we're gonna water them,0,,,,,,2,we,them,,,,,
6042072,01:40:42.72,m,can we water the plants?,1,plants,,,,,1,we,,,,,,
6055094,01:40:55.94,m,kay we're gonna feed the plants,1,plants,,,,,1,we,,,,,,
6057709,01:40:57.709,m,okay?,0,,,,,,0,,,,,,,
6058052,01:40:58.52,m,cause the plants have to eat,1,plants,,,,,0,,,,,,,
6061930,01:41:01.930,m,you gonna help mommy feed the plants?,2,mommy,plants,,,,1,you,,,,,,
6065668,01:41:05.668,m,which plant you wanna water?,1,plant,,,,,1,you,,,,,,
6069408,01:41:09.408,m,you got it?,0,,,,,,2,you,it,,,,,
6069986,01:41:09.986,m,it's heavy,0,,,,,,1,it,,,,,,
6072604,01:41:12.604,m,that's heavy,0,,,,,,1,that,,,,,,
6073148,01:41:13.148,m,you wanna go back here?,0,,,,,,1,you,,,,,,
6080016,01:41:20.16,m,wanna help me feed the plant?,1,plant,,,,,1,me,,,,,,
6081206,01:41:21.206,m,help help mommy,1,mommy,,,,,0,,,,,,,
6082294,01:41:22.294,m,yeah,0,,,,,,0,,,,,,,
6083280,01:41:23.280,m,[gasp],0,,,,,,0,,,,,,,
6084266,01:41:24.266,m,you're feeding the plant,1,plant,,,,,1,you,,,,,,
6085354,01:41:25.354,m,let's feed the other one,1,one,,,,,0,,,,,,,
6089230,01:41:29.230,m,these are thirsty,0,,,,,,1,these,,,,,,
6090114,01:41:30.114,m,they drink water when they're thirsty,1,water,,,,,2,they,they,,,,,
6094398,01:41:34.398,m,hey you watered the plants,1,plants,,,,,1,you,,,,,,
6108780,01:41:48.780,m,you want the bucket?,1,bucket,,,,,1,you,,,,,,
6110752,01:41:50.752,m,no baby,1,baby,,,,,0,,,,,,,
6111296,01:41:51.296,m,I don't know what's been in that bucket,1,bucket,,,,,2,i,that,,,,,
6112724,01:41:52.724,m,so we're not gonna do that,0,,,,,,2,we,that,,,,,
6182390,01:43:02.390,m,baby we keep this locked,1,baby,,,,,2,we,this,,,,,
6183715,01:43:03.715,m,okay?,0,,,,,,0,,,,,,,
6187354,01:43:07.354,m,things in there that aren't safe for you,1,things,,,,,2,that,you,,,,,
6270042,01:44:30.42,m,huh?,0,,,,,,0,,,,,,,
6270688,01:44:30.688,m,what baby?,1,baby,,,,,0,,,,,,,
6308768,01:45:08.768,m,[laughing],0,,,,,,0,,,,,,,
6318662,01:45:18.662,m,achoo,0,,,,,,0,,,,,,,
6320736,01:45:20.736,m,achoo,0,,,,,,0,,,,,,,
6323830,01:45:23.830,m,achoo,0,,,,,,0,,,,,,,
6325368,01:45:25.368,m,[nose blowing sounds],0,,,,,,0,,,,,,,
6339130,01:45:39.130,m,I wonder who's calling,0,,,,,,1,i,,,,,,
6362318,01:46:02.318,m,yeah,0,,,,,,0,,,,,,,
6362692,01:46:02.692,m,honey,1,honey,,,,,0,,,,,,,
6363296,01:46:03.296,m,no,0,,,,,,0,,,,,,,
6365004,01:46:05.4,m,I'm sorry we're not playing with the phone,1,phone,,,,,2,i,we,,,,,
6366976,01:46:06.976,m,no,0,,,,,,0,,,,,,,
6369873,01:46:09.873,m,it's not TiTi,1,titi,,,,,1,it,,,,,,
6373028,01:46:13.28,m,no,0,,,,,,0,,,,,,,
6373349,01:46:13.349,m,it's not Abuelo,1,abuelo,,,,,1,it,,,,,,
6395298,01:46:35.298,m,mkay,0,,,,,,0,,,,,,,
6395706,01:46:35.706,m,I don't really like it when you sit on that thing,1,thing,,,,,4,i,it,you,that,,,
6416888,01:46:56.888,m,it's a rake,1,rake,,,,,1,it,,,,,,
6421089,01:47:01.89,m,xxx,0,,,,,,0,,,,,,,
6422940,01:47:02.940,m,gonna rake your arms,1,arms,,,,,1,your,,,,,,
6432596,01:47:12.596,m,okay,0,,,,,,0,,,,,,,
6432902,01:47:12.902,m,you know what?,0,,,,,,1,you,,,,,,
6437866,01:47:17.866,m,kay,0,,,,,,0,,,,,,,
6438492,01:47:18.492,m,can we play with something,0,,,,,,1,we,,,,,,
6439566,01:47:19.566,m,can we play with something that's not plugged in?,0,,,,,,2,we,that,,,,,
6442660,01:47:22.660,m,no it's not your phone,1,phone,,,,,2,it,your,,,,,
6443578,01:47:23.578,m,it's grandma's phone,1,grandmasphone,,,,,1,it,,,,,,
6448134,01:47:28.134,m,okay,0,,,,,,0,,,,,,,
6448440,01:47:28.440,m,you know what we're gonna do?,0,,,,,,2,you,we,,,,,
6449783,01:47:29.783,m,okay,0,,,,,,0,,,,,,,
6450208,01:47:30.208,m,I have something really cool for you to play with,0,,,,,,2,i,you,,,,,
6452486,01:47:32.486,m,whoa,0,,,,,,0,,,,,,,
6453846,01:47:33.846,m,come here,0,,,,,,0,,,,,,,
6458912,01:47:38.912,m,come on,0,,,,,,0,,,,,,,
6459639,01:47:39.639,m,we're gonna play,0,,,,,,1,we,,,,,,
6460340,01:47:40.340,m,we're gonna play with something else,0,,,,,,1,we,,,,,,
6463332,01:47:43.332,m,we're gonna play with something else okay?,0,,,,,,1,we,,,,,,
6466015,01:47:46.15,m,yes,0,,,,,,0,,,,,,,
6468874,01:47:48.874,m,okay,0,,,,,,0,,,,,,,
6470162,01:47:50.162,m,okay,0,,,,,,0,,,,,,,
6470506,01:47:50.506,m,okay,0,,,,,,0,,,,,,,
6471288,01:47:51.288,m,okay,0,,,,,,0,,,,,,,
6472512,01:47:52.512,m,come on,0,,,,,,0,,,,,,,
6472852,01:47:52.852,m,we're gonna play with something else,0,,,,,,1,we,,,,,,
6473872,01:47:53.872,m,no,0,,,,,,0,,,,,,,
6474382,01:47:54.382,m,I don't want you going in there,0,,,,,,2,i,you,,,,,
6477748,01:47:57.748,m,[name],0,,,,,,0,,,,,,,
6478666,01:47:58.666,m,come here,0,,,,,,0,,,,,,,
6478904,01:47:58.904,m,we're gonna play with something else,0,,,,,,1,we,,,,,,
6481556,01:48:01.556,m,come here,0,,,,,,0,,,,,,,
6482610,01:48:02.610,m,come on,0,,,,,,0,,,,,,,
6483556,01:48:03.556,m,come here,0,,,,,,0,,,,,,,
6510762,01:48:30.762,m,honey,1,honey,,,,,0,,,,,,,
6511034,01:48:31.34,m,let's play with something else,0,,,,,,0,,,,,,,
6512428,01:48:32.428,m,come on,0,,,,,,0,,,,,,,
6515216,01:48:35.216,m,okay,0,,,,,,0,,,,,,,
6548128,01:49:08.128,m,xxx,0,,,,,,0,,,,,,,
6549080,01:49:09.80,m,let's,0,,,,,,0,,,,,,,
6588860,01:49:48.860,m,can you please not do that?,0,,,,,,2,you,that,,,,,
6593280,01:49:53.280,m,honey,1,honey,,,,,0,,,,,,,
6593518,01:49:53.518,m,I have something else for you to play with,0,,,,,,2,i,you,,,,,
6596168,01:49:56.168,m,do you wanna play with the DVD thing?,1,dvdthing,,,,,1,you,,,,,,
6599539,01:49:59.539,m,no?,0,,,,,,0,,,,,,,
6602456,01:50:02.456,m,can you come down from there?,0,,,,,,1,you,,,,,,
6604738,01:50:04.738,m,come on,0,,,,,,0,,,,,,,
6605675,01:50:05.675,m,you can still play with it,0,,,,,,2,you,it,,,,,
6609622,01:50:09.622,m,okay,0,,,,,,0,,,,,,,
6611193,01:50:11.193,m,[sigh],0,,,,,,0,,,,,,,
6611402,01:50:11.402,m,okay,0,,,,,,0,,,,,,,
6612295,01:50:12.295,m,okay,0,,,,,,0,,,,,,,
6620412,01:50:20.412,m,oh honey I'm sorry,1,honey,,,,,1,i,,,,,,
6622612,01:50:22.612,m,I'm sorry,0,,,,,,1,i,,,,,,
6623642,01:50:23.642,m,come here,0,,,,,,0,,,,,,,
6624186,01:50:24.186,m,I'm sorry,0,,,,,,1,i,,,,,,
6625870,01:50:25.870,m,okay,0,,,,,,0,,,,,,,
6628708,01:50:28.708,m,come here,0,,,,,,0,,,,,,,
6653698,01:50:53.698,m,okay you know what?,0,,,,,,1,you,,,,,,
6654548,01:50:54.548,m,how about,0,,,,,,0,,,,,,,
6664769,01:51:04.769,m,no what?,0,,,,,,0,,,,,,,
6683261,01:51:23.261,m,honey,1,honey,,,,,0,,,,,,,
6683788,01:51:23.788,m,that's grandma's phone,1,grandmasphone,,,,,1,that,,,,,,
6684842,01:51:24.842,m,it's not your phone,1,phone,,,,,2,it,your,,,,,
6705990,01:51:45.990,m,what do you want?,0,,,,,,1,you,,,,,,
6753794,01:52:33.794,m,you wanna play with the DVD thing?,1,dvdthing,,,,,1,you,,,,,,
6762971,01:52:42.971,m,shh shh shh,0,,,,,,0,,,,,,,
6764446,01:52:44.446,m,it's okay,0,,,,,,0,,,,,,,
6765456,01:52:45.456,m,it's okay,0,,,,,,0,,,,,,,
6766034,01:52:46.34,m,it's okay,0,,,,,,0,,,,,,,
6766544,01:52:46.544,m,don't hurt yourself,0,,,,,,1,yourself,,,,,,
6767768,01:52:47.768,m,don't hurt yourself,0,,,,,,1,yourself,,,,,,
6768992,01:52:48.992,m,come on,0,,,,,,0,,,,,,,
6771032,01:52:51.32,m,it's okay,0,,,,,,0,,,,,,,
6771746,01:52:51.746,m,it's okay,0,,,,,,0,,,,,,,
6772664,01:52:52.664,m,it's okay,0,,,,,,0,,,,,,,
6773786,01:52:53.786,m,it's okay,0,,,,,,0,,,,,,,
6774330,01:52:54.330,m,just don't hurt yourself,0,,,,,,1,yourself,,,,,,
6775452,01:52:55.452,m,okay,0,,,,,,0,,,,,,,
6780824,01:53:00.824,m,xxx,0,,,,,,0,,,,,,,
6782575,01:53:02.575,m,do you need a nap?,1,nap,,,,,1,you,,,,,,
6789630,01:53:09.630,m,I know,0,,,,,,1,i,,,,,,
6792283,01:53:12.283,m,I know,0,,,,,,1,i,,,,,,
6796498,01:53:16.498,m,I know,0,,,,,,1,i,,,,,,
6800000,01:53:20.0,m,you want mommy to get up?,1,mommy,,,,,1,you,,,,,,
6807072,01:53:27.72,m,honey,1,honey,,,,,0,,,,,,,
6807548,01:53:27.548,m,mommy gets to,1,mommy,,,,,0,,,,,,,
6808845,01:53:28.845,m,I don't like it when you play on the swivel chair,1,swivelchair,,,,,3,i,it,you,,,,
6811819,01:53:31.819,m,because you could fall of it,0,,,,,,2,you,it,,,,,
6814008,01:53:34.8,m,and it's not the best idea,1,idea,,,,,1,it,,,,,,
6816354,01:53:36.354,m,okay,0,,,,,,0,,,,,,,
6816660,01:53:36.660,m,can we go play in the other room?,1,room,,,,,1,we,,,,,,
6823431,01:53:43.431,m,hey,0,,,,,,0,,,,,,,
6823835,01:53:43.835,m,don't bite,0,,,,,,0,,,,,,,
6824752,01:53:44.752,m,don't bite,0,,,,,,0,,,,,,,
6826248,01:53:46.248,m,don't bite mommy,1,mommy,,,,,0,,,,,,,
6827846,01:53:47.846,m,no,0,,,,,,0,,,,,,,
6828832,01:53:48.832,m,no,0,,,,,,0,,,,,,,
6834000,01:53:54.0,m,alright,0,,,,,,0,,,,,,,
6849643,01:54:09.643,m,you know what [name]?,0,,,,,,1,you,,,,,,
6850762,01:54:10.762,m,I'm getting,0,,,,,,1,i,,,,,,
6851544,01:54:11.544,m,I'm not having a good time over here,0,,,,,,1,i,,,,,,
6853312,01:54:13.312,m,I really don't like sitting here,0,,,,,,1,i,,,,,,
6855404,01:54:15.404,m,can we please go out to the living room?,1,livingroom,,,,,1,we,,,,,,
6874120,01:54:34.120,m,let's play with something else,0,,,,,,0,,,,,,,
6876670,01:54:36.670,m,xxx,0,,,,,,0,,,,,,,
6877501,01:54:37.501,m,okay,0,,,,,,0,,,,,,,
6883322,01:54:43.322,m,look what I,0,,,,,,1,i,,,,,,
6884422,01:54:44.422,m,stop,0,,,,,,0,,,,,,,
6885204,01:54:45.204,m,okay,0,,,,,,0,,,,,,,
6887006,01:54:47.6,m,look,0,,,,,,0,,,,,,,
6887618,01:54:47.618,m,look at this,0,,,,,,1,this,,,,,,
6889250,01:54:49.250,m,look,0,,,,,,0,,,,,,,
6891222,01:54:51.222,m,look at that,0,,,,,,1,that,,,,,,
6944108,01:55:44.108,m,your shoe,1,shoe,,,,,1,your,,,,,,
6945538,01:55:45.538,m,you wanna play with mommy's shoes?,1,mommysshoes,,,,,1,you,,,,,,
6947730,01:55:47.730,m,okay,0,,,,,,0,,,,,,,
6969388,01:56:09.388,m,don't hurt yourself,0,,,,,,1,yourself,,,,,,
6970272,01:56:10.272,m,that's heavy,0,,,,,,1,that,,,,,,
7091006,01:58:11.6,m,xxx,0,,,,,,0,,,,,,,
7122286,01:58:42.286,m,you getting sleepy?,0,,,,,,1,you,,,,,,
7127387,01:58:47.387,m,shh,0,,,,,,0,,,,,,,
7130854,01:58:50.854,m,[yawn],0,,,,,,0,,,,,,,
7132996,01:58:52.996,m,[snoring],0,,,,,,0,,,,,,,
7136478,01:58:56.478,m,[snoring],0,,,,,,0,,,,,,,
7140052,01:59:00.52,m,yes?,0,,,,,,0,,,,,,,
7141258,01:59:01.258,m,[snoring],0,,,,,,0,,,,,,,
7144012,01:59:04.12,m,baby,1,baby,,,,,0,,,,,,,
7147072,01:59:07.72,m,[snoring],0,,,,,,0,,,,,,,
7149690,01:59:09.690,m,xxx,0,,,,,,0,,,,,,,
7157102,01:59:17.102,m,I'm here,0,,,,,,1,i,,,,,,
